Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
1,0.5,1.0,0.5394862107510237,0.0,0.0,0.4895936900036676,D56,0.6666666666666666
1,1.0,0.0,0.38317906865728846,0.0,0.0,0.441529406577603,,0.3333333333333333
1,0.0,1.0,0.49734276888738427,0.0,0.0,0.5744411836158962,A6,0.6666666666666666
0,1.0,0.0,0.35959697528833057,0.375,0.16666666666666666,0.5236656813522597,,0.6666666666666666
1,1.0,0.0,0.5635049628108479,0.125,0.8333333333333333,0.5683943213256838,,0.6666666666666666
0,1.0,1.0,,0.0,0.0,0.3464032120058173,,0.0
0,0.0,1.0,0.4232560095587681,0.375,0.3333333333333333,0.7476408695413723,C23 C25 C27,0.6666666666666666
1,1.0,0.0,,0.0,0.0,0.42022887813169896,,0.3333333333333333
0,1.0,1.0,,0.0,0.0,0.42845836148554584,,0.6666666666666666
0,0.0,1.0,0.5747675236527549,0.0,0.0,0.5513742636740908,,0.0
1,0.0,0.0,,0.125,0.0,0.6769694877036576,B78,0.0
1,1.0,0.0,,0.0,0.0,0.39492446436253303,,0.3333333333333333
0,0.5,1.0,0.7238956275287981,0.0,0.0,0.4740870124718861,,0.6666666666666666
0,0.0,1.0,0.49734276888738427,0.125,0.0,0.6350166209398078,,0.0
0,0.0,1.0,0.5846442367504481,0.125,0.0,0.5916289642426651,,0.6666666666666666
1,1.0,1.0,,0.0,0.0,0.3574588034684496,,0.0
0,1.0,1.0,0.4406421050138048,0.0,0.0,0.4483469373725304,,0.6666666666666666
0,1.0,0.0,0.4106276074984845,0.25,0.0,0.5147917997571257,,0.6666666666666666
1,1.0,0.0,0.3784950149820745,0.125,0.0,0.4788163108705553,,0.0
0,1.0,0.0,0.5747675236527549,0.125,0.0,0.46511535572134227,,0.6666666666666666
0,0.5,0.0,0.4903222603754447,0.125,0.0,0.5221747008933499,,0.6666666666666666
0,1.0,1.0,,0.0,0.0,0.42845836148554584,,0.0
1,0.5,0.0,0.3282764692216502,0.125,0.3333333333333333,0.5828794417891092,,0.0
1,1.0,0.0,0.4232560095587681,0.0,0.0,0.42022887813169896,,0.3333333333333333
0,1.0,1.0,,0.0,0.0,0.4483469373725304,,0.6666666666666666
0,1.0,1.0,,0.125,0.0,0.5067685847733391,,0.3333333333333333
1,1.0,0.0,,0.0,0.0,0.39492446436253303,,0.3333333333333333
0,1.0,1.0,,0.25,0.0,0.5244325757681761,,0.0
0,1.0,0.0,0.4106276074984845,0.125,0.0,0.5143031687425621,,0.6666666666666666
0,1.0,1.0,0.35599324227042795,0.5,0.16666666666666666,0.5807978374617785,,0.6666666666666666
0,1.0,1.0,0.4406421050138048,0.0,0.0,0.4129022272533054,,0.6666666666666666
1,0.0,0.0,0.6193881876825791,0.125,0.0,0.6209702814681355,D33,0.0
1,0.5,0.0,0.5058003725529221,0.125,0.0,0.5373931885097546,,0.6666666666666666
0,0.0,1.0,0.7169853311392642,0.0,0.16666666666666666,0.6065262097110374,B30,0.0
1,0.0,1.0,,0.0,0.0,0.5744411836158962,C52,0.6666666666666666
1,0.5,0.0,0.4406421050138048,0.0,0.0,0.4740870124718861,,0.6666666666666666
0,1.0,1.0,0.5021740067115567,0.0,0.0,0.3574588034684496,,0.0
1,0.5,0.0,0.34894368318324626,0.125,0.3333333333333333,0.552772643984155,,0.6666666666666666
0,1.0,1.0,0.37176161702188726,0.625,0.3333333333333333,0.5850006231744665,,0.6666666666666666
0,1.0,1.0,0.450565459777283,0.0,0.0,0.3574588034684496,,0.0
1,0.0,0.0,0.5635049628108479,0.0,0.0,0.6324753476211937,B28,1.0
0,0.0,1.0,0.5987240403310208,0.125,0.0,0.6388919669209703,C83,0.6666666666666666
0,1.0,1.0,0.3400180783317568,0.375,0.3333333333333333,0.5541822734678037,,0.6666666666666666
0,0.0,1.0,,0.0,0.0,0.5513742636740908,,0.0
1,1.0,1.0,,0.125,0.16666666666666666,0.5048327479576674,,0.0
1,0.5,0.0,0.5058003725529221,0.0,0.0,0.4740870124718861,F33,0.6666666666666666
0,1.0,1.0,0.4232560095587681,0.0,0.0,0.45553217516840094,,0.6666666666666666
1,1.0,0.0,0.3996249984573158,0.5,0.3333333333333333,0.43828637974458046,,0.6666666666666666
0,1.0,1.0,0.48398492157353723,0.25,0.0,0.4599876370181719,,0.6666666666666666
0,0.5,1.0,0.5274190162439124,0.0,0.0,0.4740870124718861,,0.6666666666666666
0,1.0,0.0,0.3908830808781312,0.625,0.3333333333333333,0.5850006231744665,,0.6666666666666666
0,0.5,1.0,0.4406421050138048,0.0,0.0,0.6173277077533108,,0.6666666666666666
0,1.0,1.0,0.48398492157353723,0.125,0.0,0.49951692650738605,,0.0
1,1.0,1.0,0.5274190162439124,0.0,0.0,0.600375001533275,,0.6666666666666666
0,1.0,1.0,0.4768319267563671,0.0,0.0,0.38008805088651243,F G73,0.6666666666666666
0,1.0,1.0,,0.0,0.0,0.42845836148554584,,0.6666666666666666
0,1.0,1.0,,0.0,0.0,0.4483469373725304,,0.6666666666666666
1,0.5,1.0,0.25848483216587004,0.0,0.3333333333333333,0.5564337764029503,,0.6666666666666666
1,1.0,0.0,0.5133270005850489,0.0,0.0,0.4825135405955714,,0.6666666666666666
0,1.0,1.0,0.450565459777283,0.0,0.0,0.46301599083448797,,0.6666666666666666
1,1.0,1.0,0.5058003725529221,0.0,0.0,0.4664848597225169,,0.6666666666666666
1,1.0,0.0,,0.0,0.0,0.4103050158676652,,0.3333333333333333
0,0.0,1.0,0.49734276888738427,0.0,0.0,0.5864432806659291,,0.6666666666666666
1,0.5,0.0,0.3996249984573158,0.0,0.0,0.4740870124718861,,0.6666666666666666
1,1.0,0.0,0.5340289386283543,0.375,0.0,0.50943500827718,,0.6666666666666666
0,1.0,1.0,0.3908830808781312,0.125,0.5,0.5721802927901016,,0.6666666666666666
0,1.0,1.0,,0.0,0.0,0.4483469373725304,,0.6666666666666666
1,0.0,0.0,0.4586669572844901,0.375,0.3333333333333333,0.7476408695413723,C23 C25 C27,0.6666666666666666
0,1.0,1.0,0.46725377239986554,0.0,0.0,0.4483469373725304,,0.6666666666666666
0,1.0,1.0,0.5058003725529221,0.0,0.0,0.4483469373725304,,0.6666666666666666
0,1.0,1.0,0.43191636385030885,0.0,0.0,0.4167698439704556,,0.6666666666666666
0,0.0,1.0,0.6046378629008248,0.125,0.0,0.6059560440506894,E31,0.6666666666666666
0,1.0,1.0,0.48398492157353723,0.125,0.3333333333333333,0.5211836891200355,,0.6666666666666666
0,1.0,1.0,0.6713578871651383,0.0,0.0,0.36814570743360975,,0.6666666666666666
0,1.0,1.0,,0.0,0.0,0.4483469373725304,,0.6666666666666666
0,0.0,1.0,0.7549741910060305,0.0,0.0,0.5730618147523542,A5,0.0
1,0.0,1.0,0.4586669572844901,0.0,0.16666666666666666,0.6071015682752705,D10 D12,0.0
1,0.5,0.0,0.5394862107510237,0.0,0.16666666666666666,0.5261635414246925,,0.6666666666666666
0,0.5,1.0,0.5394862107510237,0.125,0.0,0.5373931885097546,,0.6666666666666666
0,1.0,0.0,0.49734276888738427,0.0,0.0,0.42845836148554584,,0.6666666666666666
0,1.0,1.0,,0.0,0.0,0.42845836148554584,,0.6666666666666666
0,0.0,1.0,0.4406421050138048,0.0,0.16666666666666666,0.6220434716091641,D26,0.6666666666666666
0,1.0,1.0,0.5340289386283543,0.0,0.0,0.45786326237635716,,0.6666666666666666
0,1.0,1.0,0.5596503913434,0.25,0.0,0.43828637974458046,,0.6666666666666666
0,1.0,1.0,0.49734276888738427,0.0,0.0,0.42845836148554584,,0.6666666666666666
1,1.0,0.0,0.4406421050138048,0.0,0.0,0.38008805088651243,,0.6666666666666666
1,1.0,1.0,,0.0,0.0,0.4064512868764628,,0.6666666666666666
0,1.0,1.0,0.5635049628108479,0.0,0.0,0.42845836148554584,,0.6666666666666666
1,1.0,0.0,,0.125,0.0,0.5294376382632878,,0.3333333333333333
0,0.0,1.0,0.60820229008468,0.0,0.0,0.5916289642426651,C110,0.6666666666666666
0,1.0,0.0,0.38099018985212396,0.125,0.0,0.49951692650738605,,0.0
0,1.0,1.0,0.450565459777283,0.0,0.0,0.4483469373725304,,0.6666666666666666
0,1.0,0.0,0.43191636385030885,0.125,0.0,0.46878539403368413,,0.6666666666666666
0,1.0,0.0,0.3996249984573158,0.0,0.0,0.5007246140365249,,0.0
0,1.0,1.0,0.4406421050138048,0.0,0.0,0.43828637974458046,,0.6666666666666666
0,1.0,1.0,0.7441224224096958,0.0,0.0,0.39492446436253303,,0.3333333333333333
0,0.5,1.0,0.5058003725529221,0.125,0.0,0.5221747008933499,,0.6666666666666666
0,0.0,1.0,0.46725377239986554,0.0,0.16666666666666666,0.7230696912296037,B58 B60,0.0
0,1.0,0.0,0.31321930524371544,0.5,0.3333333333333333,0.5665407176699173,,0.6666666666666666
0,0.5,1.0,0.4406421050138048,0.25,0.0,0.6173277077533108,,0.6666666666666666
0,1.0,1.0,,0.0,0.0,0.4483469373725304,,0.6666666666666666
0,0.5,1.0,0.5309387182274398,0.125,0.0,0.561381211262582,,0.0
1,0.5,0.0,0.5309387182274398,0.0,0.0,0.4895936900036676,E101,0.6666666666666666
0,0.0,1.0,0.6462699067792277,0.0,0.16666666666666666,0.6220434716091641,D26,0.6666666666666666
1,1.0,1.0,0.3741778863579247,0.125,0.0,0.4788163108705553,,0.0
0,1.0,1.0,,0.0,0.0,0.39492446436253303,,0.3333333333333333
1,1.0,1.0,0.46725377239986554,0.0,0.0,0.33844666925061107,,0.6666666666666666
1,1.0,0.0,,0.125,0.16666666666666666,0.5251623727298073,F E69,0.0
0,1.0,1.0,0.5987240403310208,0.0,0.0,0.3192163198209954,,0.6666666666666666
0,1.0,1.0,0.5340289386283543,0.0,0.0,0.42845836148554584,,0.0
0,1.0,1.0,0.43191636385030885,0.0,0.0,0.3270734992848313,,0.6666666666666666
0,1.0,0.0,0.60820229008468,0.125,0.0,0.5021740067115567,,0.6666666666666666
1,0.5,0.0,0.5058003725529221,0.125,0.0,0.5373931885097546,,0.6666666666666666
0,0.5,1.0,0.4768319267563671,0.0,0.0,0.4895936900036676,,0.6666666666666666
0,0.5,1.0,0.4586669572844901,0.0,0.0,0.5036208433036421,,0.0
1,0.0,0.0,0.4232560095587681,0.0,0.3333333333333333,0.5442118021041084,D47,0.6666666666666666
0,0.0,1.0,0.5596503913434,0.125,0.0,0.5951117782251508,C123,0.6666666666666666
0,1.0,1.0,0.3908830808781312,0.0,0.0,0.46362684129852827,,0.6666666666666666
0,0.0,1.0,0.46725377239986554,0.0,0.0,0.6288284496418153,B86,0.0
0,1.0,0.0,,0.0,0.3333333333333333,0.5048327479576674,,0.0
1,1.0,0.0,0.450565459777283,0.0,0.0,0.39492446436253303,,0.6666666666666666
1,1.0,0.0,0.46725377239986554,0.125,0.0,0.50943500827718,,0.6666666666666666
0,1.0,1.0,0.4232560095587681,0.0,0.0,0.3128440446774492,,0.3333333333333333
0,0.5,1.0,0.4106276074984845,0.0,0.0,0.4795580903960572,,0.6666666666666666
0,0.5,1.0,0.4232560095587681,0.125,0.16666666666666666,0.575422801995535,,0.6666666666666666
1,1.0,1.0,0.4903222603754447,0.0,0.0,0.4117376275840675,,0.6666666666666666
0,1.0,0.0,0.3649833790507831,0.25,0.3333333333333333,0.5721802927901016,,0.6666666666666666
0,0.5,1.0,0.5583355880909404,0.0,0.3333333333333333,0.5373931885097546,F2,0.6666666666666666
0,0.5,1.0,0.5846442367504481,0.0,0.0,0.4895936900036676,,0.6666666666666666
0,0.5,1.0,0.6324753476211937,0.0,0.0,0.48298549664617263,,0.6666666666666666
1,0.0,0.0,0.450565459777283,0.125,0.0,0.6091169191124597,C2,0.6666666666666666
0,1.0,1.0,0.6539503483956894,0.0,0.0,0.4483469373725304,,0.6666666666666666
0,1.0,1.0,0.5780798256827111,0.0,0.3333333333333333,0.5021740067115567,,0.6666666666666666
0,1.0,1.0,,0.0,0.0,0.3726755450597717,,0.6666666666666666
0,0.0,1.0,0.6324753476211937,0.0,0.16666666666666666,0.606136086232667,,0.0
1,1.0,0.0,0.3908830808781312,0.0,0.0,0.3836826214666587,,0.3333333333333333
0,1.0,1.0,0.5133270005850489,0.0,0.0,0.4483469373725304,,0.6666666666666666
0,1.0,1.0,,0.0,0.0,0.4599876370181719,,0.6666666666666666
0,1.0,1.0,,1.0,0.3333333333333333,0.6123987547851958,,0.6666666666666666
0,1.0,1.0,0.5927763772255862,0.0,0.16666666666666666,0.5118652871156263,,0.6666666666666666
1,0.5,0.0,0.5747675236527549,0.0,0.0,0.5084945361980241,,0.6666666666666666
0,1.0,1.0,0.48398492157353723,0.0,0.0,0.4064512868764628,,0.6666666666666666
0,1.0,1.0,0.3996249984573158,0.0,0.0,0.4599876370181719,,0.6666666666666666
0,1.0,1.0,0.28877108425200393,0.5,0.16666666666666666,0.5807978374617785,,0.6666666666666666
1,1.0,1.0,0.3649833790507831,0.0,0.3333333333333333,0.5204419095945336,,0.6666666666666666
1,0.0,0.0,,0.0,0.16666666666666666,0.5971016752349488,E33,0.6666666666666666
0,1.0,0.0,0.5987240403310208,0.125,0.6666666666666666,0.5541822734678037,,0.6666666666666666
0,0.0,1.0,,0.0,0.0,0.5327124876590983,,0.6666666666666666
0,1.0,1.0,0.49734276888738427,0.0,0.0,0.600375001533275,,0.6666666666666666
0,0.0,1.0,0.6836929232403552,0.0,0.0,0.5709490308090202,B19,0.6666666666666666
0,1.0,1.0,0.3400180783317568,0.5,0.16666666666666666,0.5573255055537766,,0.3333333333333333
1,1.0,0.0,0.28877108425200393,0.125,0.16666666666666666,0.4783210927660373,,0.6666666666666666
0,1.0,1.0,0.4406421050138048,0.0,0.0,0.43828637974458046,,0.6666666666666666
0,0.0,1.0,0.6571603408131788,0.0,0.0,0.5638355581040989,A7,0.0
0,1.0,1.0,0.4106276074984845,0.125,0.16666666666666666,0.4167698439704556,,0.6666666666666666
0,1.0,1.0,,0.375,0.16666666666666666,0.5312146059569067,,0.6666666666666666
0,0.0,0.0,0.6253579602329997,0.0,0.0,0.5558054278839746,C49,0.0
0,0.5,1.0,0.5133270005850489,0.0,0.0,0.4895936900036676,,0.6666666666666666
0,1.0,1.0,0.5536170408806728,0.0,0.0,0.0,,0.6666666666666666
0,1.0,0.0,,1.0,0.3333333333333333,0.6123987547851958,,0.6666666666666666
0,0.5,1.0,,0.0,0.0,0.5036405451890232,,0.0
0,1.0,1.0,0.3649833790507831,0.5,0.3333333333333333,0.5683943213256838,,0.6666666666666666
1,0.5,1.0,0.28877108425200393,0.25,0.16666666666666666,0.5777444618916184,F4,0.6666666666666666
1,1.0,0.0,0.3400180783317568,0.0,0.3333333333333333,0.524648232129476,,0.6666666666666666
0,0.0,1.0,,0.0,0.0,0.5880823274584867,A32,0.6666666666666666
1,1.0,0.0,,0.125,0.0,0.5067685847733391,,0.3333333333333333
1,0.0,1.0,0.5987240403310208,0.0,0.0,0.5477878099218253,,0.6666666666666666
0,1.0,1.0,0.5747675236527549,0.125,0.16666666666666666,0.5067685847733391,,0.3333333333333333
0,1.0,1.0,0.5536170408806728,0.0,0.0,0.42845836148554584,,0.6666666666666666
1,0.5,0.0,0.5274190162439124,0.0,0.0,0.4895936900036676,,0.6666666666666666
0,0.5,1.0,0.4232560095587681,0.0,0.0,0.4895936900036676,,0.6666666666666666
1,1.0,0.0,0.4232560095587681,0.125,0.0,0.4167698439704556,,0.6666666666666666
1,0.5,1.0,0.3282764692216502,0.125,0.16666666666666666,0.5373931885097546,F2,0.6666666666666666
1,0.0,0.0,0.5927763772255862,0.0,0.0,0.5513742636740908,B4,0.0
1,0.0,0.0,0.6660784882775902,0.0,0.0,0.6769694877036576,B80,0.0
0,1.0,1.0,,0.0,0.0,0.39492446436253303,,0.3333333333333333
0,1.0,1.0,0.5846442367504481,0.0,0.16666666666666666,0.45663618822218494,,0.6666666666666666
1,1.0,0.0,,0.0,0.0,0.39492446436253303,,0.3333333333333333
0,0.5,0.0,0.46725377239986554,0.0,0.0,0.4895936900036676,,0.6666666666666666
0,1.0,1.0,0.49734276888738427,0.0,0.0,0.4664848597225169,,0.6666666666666666
0,1.0,1.0,,1.0,0.3333333333333333,0.6123987547851958,,0.6666666666666666
0,1.0,1.0,0.5394862107510237,0.0,0.0,0.30692395688258967,,0.6666666666666666
0,1.0,1.0,0.6029084426383433,0.0,0.0,0.3464032120058173,,0.0
1,1.0,1.0,0.4106276074984845,0.0,0.0,0.4483469373725304,,0.6666666666666666
0,1.0,0.0,0.31321930524371544,0.0,0.16666666666666666,0.47030913785405226,G6,0.6666666666666666
0,1.0,1.0,0.5274190162439124,0.125,0.0,0.50943500827718,,0.6666666666666666
1,1.0,1.0,0.48398492157353723,0.0,0.0,0.5162777194118078,,0.0
1,1.0,0.0,0.3908830808781312,0.0,0.0,0.39492446436253303,,0.3333333333333333
1,0.0,1.0,0.5747675236527549,0.0,0.0,0.5647115128375297,A31,0.0
0,1.0,1.0,0.46725377239986554,0.0,0.0,0.3270734992848313,,0.6666666666666666
1,0.5,0.0,0.5461549750624424,0.0,0.0,0.5221747008933499,,0.6666666666666666
0,1.0,1.0,0.450565459777283,0.0,0.0,0.36814570743360975,,0.6666666666666666
0,0.5,1.0,0.5133270005850489,0.0,0.0,0.4895936900036676,,0.6666666666666666
0,1.0,1.0,,0.125,0.0,0.39492446436253303,,0.3333333333333333
1,0.0,0.0,0.5211836891200355,0.125,0.0,0.6599819216588341,D36,0.0
1,1.0,0.0,0.4903222603754447,0.0,0.0,0.43828637974458046,,0.6666666666666666
0,0.5,1.0,0.5846442367504481,0.125,0.0,0.55026334283178,,0.6666666666666666
1,0.0,0.0,0.5274190162439124,0.0,0.0,0.6197913846593158,D15,0.0
0,0.5,1.0,0.5133270005850489,0.0,0.0,0.4740870124718861,,0.6666666666666666
1,1.0,1.0,0.3908830808781312,0.0,0.0,0.4483469373725304,,0.6666666666666666
0,0.5,1.0,0.4903222603754447,0.0,0.0,0.4895936900036676,,0.6666666666666666
0,1.0,1.0,0.6324753476211937,0.0,0.0,0.4483469373725304,,0.6666666666666666
0,1.0,1.0,,0.0,0.0,0.42845836148554584,,0.6666666666666666
1,0.0,1.0,0.5635049628108479,0.125,0.0,0.6455065498742252,C93,0.6666666666666666
0,1.0,1.0,0.450565459777283,0.0,0.0,0.46436884320004346,,0.6666666666666666
1,0.5,1.0,0.4232560095587681,0.0,0.0,0.4740870124718861,,0.6666666666666666
0,1.0,1.0,0.43545923315808777,0.0,0.0,0.36814570743360975,,0.6666666666666666
0,0.5,1.0,0.4106276074984845,0.0,0.0,0.4895936900036676,,0.6666666666666666
0,1.0,0.0,,0.375,0.16666666666666666,0.5312146059569067,,0.6666666666666666
1,0.0,0.0,0.5461549750624424,0.125,0.0,0.6388919669209703,C83,0.6666666666666666
0,1.0,1.0,0.5058003725529221,0.0,0.0,0.4064512868764628,,0.6666666666666666
0,0.5,1.0,0.6713578871651383,0.0,0.0,0.4961343875757615,,0.6666666666666666
1,1.0,0.0,0.34894368318324626,0.5,0.3333333333333333,0.5683943213256838,,0.6666666666666666
0,0.5,1.0,0.46725377239986554,0.0,0.0,0.4740870124718861,,0.6666666666666666
0,1.0,0.0,,0.0,0.0,0.3774141876810806,,0.6666666666666666
0,0.5,1.0,0.5927763772255862,0.125,0.0,0.5373931885097546,,0.6666666666666666
1,0.5,0.0,0.35959697528833057,0.0,0.3333333333333333,0.5429282407860633,,0.6666666666666666
0,0.5,1.0,0.4232560095587681,0.0,0.0,0.4740870124718861,,0.6666666666666666
0,0.5,1.0,0.5340289386283543,0.0,0.0,0.4807832394106314,,0.6666666666666666
0,1.0,0.0,,0.125,0.0,0.49951692650738605,,0.0
1,1.0,0.0,,0.125,0.0,0.5067685847733391,,0.3333333333333333
0,0.5,1.0,0.5058003725529221,0.0,0.0,0.4740870124718861,,0.6666666666666666
0,1.0,1.0,0.450565459777283,0.0,0.0,0.3360274863599648,,0.6666666666666666
0,1.0,1.0,0.5133270005850489,0.0,0.0,0.3464032120058173,,0.0
0,0.0,1.0,0.5927763772255862,0.25,0.0,0.6455065498742252,C78,0.3333333333333333
0,1.0,0.0,0.4768319267563671,0.0,0.0,0.4064512868764628,,0.6666666666666666
1,0.5,0.0,0.46725377239986554,0.0,0.3333333333333333,0.5021740067115567,,0.6666666666666666
1,0.0,1.0,0.5596503913434,0.125,0.16666666666666666,0.5939371525276729,D35,0.6666666666666666
0,0.5,1.0,0.6462699067792277,0.125,0.0,0.5373931885097546,,0.6666666666666666
0,1.0,1.0,,0.0,0.0,0.36814570743360975,,0.6666666666666666
0,1.0,0.0,0.5058003725529221,0.125,0.16666666666666666,0.47030913785405226,G6,0.6666666666666666
0,0.0,1.0,0.6918079091781747,0.0,0.0,0.5477878099218253,C87,0.6666666666666666
0,1.0,1.0,0.5133270005850489,0.125,0.0,0.5118652871156263,,0.6666666666666666
0,1.0,0.0,0.5801123453070429,0.0,0.3333333333333333,0.5192082852064193,,0.6666666666666666
1,1.0,0.0,0.5058003725529221,0.0,0.3333333333333333,0.5048327479576674,,0.0
1,0.0,0.0,,0.0,0.0,0.6288284496418153,,0.0
1,0.0,0.0,0.5133270005850489,0.0,0.0,0.6404030247022602,B77,0.6666666666666666
1,0.0,0.0,0.5461549750624424,0.0,0.0,1.0,,0.0
1,0.5,0.0,0.6253579602329997,0.0,0.16666666666666666,0.5373931885097546,,0.6666666666666666
0,1.0,1.0,,0.0,0.0,0.39492446436253303,,0.3333333333333333
1,1.0,1.0,0.3282764692216502,0.5,0.3333333333333333,0.5683943213256838,,0.6666666666666666
0,0.0,1.0,0.6383320932000024,0.125,0.16666666666666666,0.6312386886545315,E67,0.6666666666666666
0,0.0,1.0,0.5747675236527549,0.0,0.0,0.0,B94,0.6666666666666666
0,1.0,0.0,,0.0,0.0,0.39492446436253303,,0.3333333333333333
0,0.5,1.0,0.5536170408806728,0.0,0.0,0.4740870124718861,,0.6666666666666666
0,1.0,1.0,0.3908830808781312,0.5,0.16666666666666666,0.5807978374617785,,0.6666666666666666
1,1.0,1.0,0.4768319267563671,0.125,0.0,0.4064512868764628,,0.6666666666666666
1,0.0,0.0,0.6660784882775902,0.0,0.16666666666666666,0.6867806947468754,C125,0.6666666666666666
1,0.0,0.0,0.5461549750624424,0.0,0.0,0.6729265007057594,C99,0.6666666666666666
0,0.0,1.0,,0.0,0.0,0.5647115128375297,,0.6666666666666666
1,1.0,1.0,0.4768319267563671,0.0,0.0,0.0,,0.6666666666666666
1,0.5,0.0,0.5801123453070429,0.0,0.16666666666666666,0.5182236662660242,,0.6666666666666666
0,0.0,1.0,0.5596503913434,0.0,0.16666666666666666,0.558774541820896,C118,0.0
1,1.0,0.0,,0.0,0.0,0.39492446436253303,,0.3333333333333333
1,0.0,0.0,0.7001749747440023,0.125,0.0,0.624236700310742,D7,0.6666666666666666
0,1.0,0.0,0.5987240403310208,0.0,0.0,0.39492446436253303,,0.6666666666666666
0,0.5,1.0,,0.0,0.0,0.0,,0.6666666666666666
0,1.0,1.0,0.35599324227042795,0.5,0.16666666666666666,0.5573255055537766,,0.3333333333333333
1,1.0,0.0,0.5461549750624424,0.125,0.16666666666666666,0.5197013443584122,,0.6666666666666666
0,1.0,1.0,0.7169853311392642,0.0,0.0,0.39492446436253303,,0.3333333333333333
0,1.0,1.0,0.49734276888738427,0.0,0.0,0.4167698439704556,,0.6666666666666666
0,1.0,1.0,0.3908830808781312,0.0,0.0,0.4664848597225169,,0.6666666666666666
1,1.0,1.0,0.4232560095587681,0.0,0.0,0.4483469373725304,,0.6666666666666666
0,0.0,1.0,,0.0,0.0,0.5373931885097546,A19,0.6666666666666666
0,1.0,1.0,0.5340289386283543,0.0,0.0,0.4599876370181719,,0.0
1,1.0,1.0,0.5133270005850489,0.0,0.0,0.4664848597225169,,0.6666666666666666
0,1.0,1.0,0.450565459777283,0.0,0.0,0.42845836148554584,,0.6666666666666666
1,0.5,1.0,0.5846442367504481,0.0,0.0,0.4895936900036676,,0.6666666666666666
1,1.0,0.0,0.450565459777283,0.0,0.0,0.39492446436253303,,0.3333333333333333
1,0.0,0.0,0.48398492157353723,0.0,0.0,0.6264965261228748,,0.6666666666666666
1,0.0,0.0,0.4232560095587681,0.125,0.0,0.6478248908169066,B49,0.0
0,0.5,1.0,0.5536170408806728,0.0,0.0,0.4836924462891673,D,0.0
0,1.0,0.0,0.46725377239986554,0.0,0.0,0.46247466680144295,,0.6666666666666666
0,1.0,1.0,0.46725377239986554,0.0,0.0,0.42845836148554584,,0.6666666666666666
0,0.0,1.0,,0.0,0.0,0.5513742636740908,,0.0
0,1.0,1.0,0.4616626245711362,0.0,0.0,0.3574588034684496,,0.0
0,0.0,0.0,0.31321930524371544,0.125,0.3333333333333333,0.6807836801695953,C22 C26,0.6666666666666666
1,0.0,1.0,,0.0,0.0,0.5626065760269885,C106,0.6666666666666666
1,0.0,0.0,0.6253579602329997,0.0,0.16666666666666666,0.7230696912296037,B58 B60,0.0
1,1.0,0.0,,0.0,0.0,0.39492446436253303,,0.3333333333333333
1,1.0,1.0,,0.25,0.0,0.5271675539982079,,0.3333333333333333
0,1.0,1.0,0.4232560095587681,0.0,0.0,0.0,,0.6666666666666666
1,0.5,0.0,,0.0,0.0,0.48128426950603415,E101,0.3333333333333333
0,1.0,1.0,,0.0,0.0,0.4483469373725304,,0.6666666666666666
1,0.0,1.0,0.27048800833030734,0.125,0.3333333333333333,0.6807836801695953,C22 C26,0.6666666666666666
1,0.0,0.0,,0.0,0.0,0.656249213797818,,0.0
1,0.0,0.0,0.3996249984573158,0.125,0.0,0.6527380875240476,C65,0.0
0,0.5,1.0,0.5133270005850489,0.125,0.0,0.5281745367322644,,0.0
